filename,label,generator,source_id,row_idx,attack_type,generative_model,source_dataset,orig_filename,split,path
train_001276_G03.wav,1,G03,1276,6381,tta,audiogen,UrbanSound8K,94636-8-0-3.wav,train,data/processed/train/train_001276_G03.wav
train_001276_G01.wav,1,G01,1276,6382,tta,audioldm1,UrbanSound8K,94636-8-0-3.wav,train,data/processed/train/train_001276_G01.wav
train_001276_G02.wav,1,G02,1276,6383,tta,audioldm2,UrbanSound8K,94636-8-0-3.wav,train,data/processed/train/train_001276_G02.wav
train_001276_G04.wav,1,G04,1276,6384,ata,audioldm1,UrbanSound8K,94636-8-0-3.wav,train,data/processed/train/train_001276_G04.wav
train_001277_REAL.wav,0,REAL,1277,6385,real,real,UrbanSound8K,94636-8-0-7.wav,train,data/processed/train/train_001277_REAL.wav
train_001277_G03.wav,1,G03,1277,6386,tta,audiogen,UrbanSound8K,94636-8-0-7.wav,train,data/processed/train/train_001277_G03.wav
train_001277_G01.wav,1,G01,1277,6387,tta,audioldm1,UrbanSound8K,94636-8-0-7.wav,train,data/processed/train/train_001277_G01.wav
train_001277_G02.wav,1,G02,1277,6388,tta,audioldm2,UrbanSound8K,94636-8-0-7.wav,train,data/processed/train/train_001277_G02.wav
train_001277_G04.wav,1,G04,1277,6389,ata,audioldm1,UrbanSound8K,94636-8-0-7.wav,train,data/processed/train/train_001277_G04.wav
train_001278_REAL.wav,0,REAL,1278,6390,real,real,UrbanSound8K,94636-8-0-9.wav,train,data/processed/train/train_001278_REAL.wav
train_001278_G03.wav,1,G03,1278,6391,tta,audiogen,UrbanSound8K,94636-8-0-9.wav,train,data/processed/train/train_001278_G03.wav
train_001278_G01.wav,1,G01,1278,6392,tta,audioldm1,UrbanSound8K,94636-8-0-9.wav,train,data/processed/train/train_001278_G01.wav
train_001278_G02.wav,1,G02,1278,6393,tta,audioldm2,UrbanSound8K,94636-8-0-9.wav,train,data/processed/train/train_001278_G02.wav
train_001278_G04.wav,1,G04,1278,6394,ata,audioldm1,UrbanSound8K,94636-8-0-9.wav,train,data/processed/train/train_001278_G04.wav
train_001279_REAL.wav,0,REAL,1279,6395,real,real,UrbanSound8K,95562-4-2-0.wav,train,data/processed/train/train_001279_REAL.wav
train_001279_G03.wav,1,G03,1279,6396,tta,audiogen,UrbanSound8K,95562-4-2-0.wav,train,data/processed/train/train_001279_G03.wav
train_001279_G01.wav,1,G01,1279,6397,tta,audioldm1,UrbanSound8K,95562-4-2-0.wav,train,data/processed/train/train_001279_G01.wav
train_001279_G02.wav,1,G02,1279,6398,tta,audioldm2,UrbanSound8K,95562-4-2-0.wav,train,data/processed/train/train_001279_G02.wav
train_001279_G04.wav,1,G04,1279,6399,ata,audioldm1,UrbanSound8K,95562-4-2-0.wav,train,data/processed/train/train_001279_G04.wav
train_001280_REAL.wav,0,REAL,1280,6400,real,real,UrbanSound8K,95562-4-3-0.wav,train,data/processed/train/train_001280_REAL.wav
train_001280_G03.wav,1,G03,1280,6401,tta,audiogen,UrbanSound8K,95562-4-3-0.wav,train,data/processed/train/train_001280_G03.wav
train_001280_G01.wav,1,G01,1280,6402,tta,audioldm1,UrbanSound8K,95562-4-3-0.wav,train,data/processed/train/train_001280_G01.wav
train_001280_G02.wav,1,G02,1280,6403,tta,audioldm2,UrbanSound8K,95562-4-3-0.wav,train,data/processed/train/train_001280_G02.wav
train_001280_G04.wav,1,G04,1280,6404,ata,audioldm1,UrbanSound8K,95562-4-3-0.wav,train,data/processed/train/train_001280_G04.wav
train_001281_REAL.wav,0,REAL,1281,6405,real,real,UrbanSound8K,95562-4-3-1.wav,train,data/processed/train/train_001281_REAL.wav
train_001281_G03.wav,1,G03,1281,6406,tta,audiogen,UrbanSound8K,95562-4-3-1.wav,train,data/processed/train/train_001281_G03.wav
train_001281_G01.wav,1,G01,1281,6407,tta,audioldm1,UrbanSound8K,95562-4-3-1.wav,train,data/processed/train/train_001281_G01.wav
train_001281_G02.wav,1,G02,1281,6408,tta,audioldm2,UrbanSound8K,95562-4-3-1.wav,train,data/processed/train/train_001281_G02.wav
train_001281_G04.wav,1,G04,1281,6409,ata,audioldm1,UrbanSound8K,95562-4-3-1.wav,train,data/processed/train/train_001281_G04.wav
train_001282_REAL.wav,0,REAL,1282,6410,real,real,UrbanSound8K,9674-1-0-0.wav,train,data/processed/train/train_001282_REAL.wav
train_001282_G03.wav,1,G03,1282,6411,tta,audiogen,UrbanSound8K,9674-1-0-0.wav,train,data/processed/train/train_001282_G03.wav
train_001282_G01.wav,1,G01,1282,6412,tta,audioldm1,UrbanSound8K,9674-1-0-0.wav,train,data/processed/train/train_001282_G01.wav
train_001282_G02.wav,1,G02,1282,6413,tta,audioldm2,UrbanSound8K,9674-1-0-0.wav,train,data/processed/train/train_001282_G02.wav
train_001282_G04.wav,1,G04,1282,6414,ata,audioldm1,UrbanSound8K,9674-1-0-0.wav,train,data/processed/train/train_001282_G04.wav
train_001283_REAL.wav,0,REAL,1283,6415,real,real,UrbanSound8K,9674-1-0-1.wav,train,data/processed/train/train_001283_REAL.wav
train_001283_G03.wav,1,G03,1283,6416,tta,audiogen,UrbanSound8K,9674-1-0-1.wav,train,data/processed/train/train_001283_G03.wav
train_001283_G01.wav,1,G01,1283,6417,tta,audioldm1,UrbanSound8K,9674-1-0-1.wav,train,data/processed/train/train_001283_G01.wav
train_001283_G02.wav,1,G02,1283,6418,tta,audioldm2,UrbanSound8K,9674-1-0-1.wav,train,data/processed/train/train_001283_G02.wav
train_001283_G04.wav,1,G04,1283,6419,ata,audioldm1,UrbanSound8K,9674-1-0-1.wav,train,data/processed/train/train_001283_G04.wav
train_001284_REAL.wav,0,REAL,1284,6420,real,real,UrbanSound8K,98681-9-0-0.wav,train,data/processed/train/train_001284_REAL.wav
train_001284_G03.wav,1,G03,1284,6421,tta,audiogen,UrbanSound8K,98681-9-0-0.wav,train,data/processed/train/train_001284_G03.wav
train_001284_G01.wav,1,G01,1284,6422,tta,audioldm1,UrbanSound8K,98681-9-0-0.wav,train,data/processed/train/train_001284_G01.wav
train_001284_G02.wav,1,G02,1284,6423,tta,audioldm2,UrbanSound8K,98681-9-0-0.wav,train,data/processed/train/train_001284_G02.wav
train_001284_G04.wav,1,G04,1284,6424,ata,audioldm1,UrbanSound8K,98681-9-0-0.wav,train,data/processed/train/train_001284_G04.wav
train_001285_REAL.wav,0,REAL,1285,6425,real,real,UrbanSound8K,98681-9-0-11.wav,train,data/processed/train/train_001285_REAL.wav
train_001285_G03.wav,1,G03,1285,6426,tta,audiogen,UrbanSound8K,98681-9-0-11.wav,train,data/processed/train/train_001285_G03.wav
train_001285_G01.wav,1,G01,1285,6427,tta,audioldm1,UrbanSound8K,98681-9-0-11.wav,train,data/processed/train/train_001285_G01.wav
train_001285_G02.wav,1,G02,1285,6428,tta,audioldm2,UrbanSound8K,98681-9-0-11.wav,train,data/processed/train/train_001285_G02.wav
train_001285_G04.wav,1,G04,1285,6429,ata,audioldm1,UrbanSound8K,98681-9-0-11.wav,train,data/processed/train/train_001285_G04.wav
train_001286_REAL.wav,0,REAL,1286,6430,real,real,UrbanSound8K,98681-9-0-12.wav,train,data/processed/train/train_001286_REAL.wav
train_001286_G03.wav,1,G03,1286,6431,tta,audiogen,UrbanSound8K,98681-9-0-12.wav,train,data/processed/train/train_001286_G03.wav
train_001286_G01.wav,1,G01,1286,6432,tta,audioldm1,UrbanSound8K,98681-9-0-12.wav,train,data/processed/train/train_001286_G01.wav
train_001286_G02.wav,1,G02,1286,6433,tta,audioldm2,UrbanSound8K,98681-9-0-12.wav,train,data/processed/train/train_001286_G02.wav
train_001286_G04.wav,1,G04,1286,6434,ata,audioldm1,UrbanSound8K,98681-9-0-12.wav,train,data/processed/train/train_001286_G04.wav
train_001287_REAL.wav,0,REAL,1287,6435,real,real,UrbanSound8K,98681-9-0-5.wav,train,data/processed/train/train_001287_REAL.wav
train_001287_G03.wav,1,G03,1287,6436,tta,audiogen,UrbanSound8K,98681-9-0-5.wav,train,data/processed/train/train_001287_G03.wav
train_001287_G01.wav,1,G01,1287,6437,tta,audioldm1,UrbanSound8K,98681-9-0-5.wav,train,data/processed/train/train_001287_G01.wav
train_001287_G02.wav,1,G02,1287,6438,tta,audioldm2,UrbanSound8K,98681-9-0-5.wav,train,data/processed/train/train_001287_G02.wav
train_001287_G04.wav,1,G04,1287,6439,ata,audioldm1,UrbanSound8K,98681-9-0-5.wav,train,data/processed/train/train_001287_G04.wav
train_001288_REAL.wav,0,REAL,1288,6440,real,real,UrbanSound8K,98681-9-0-6.wav,train,data/processed/train/train_001288_REAL.wav
train_001288_G03.wav,1,G03,1288,6441,tta,audiogen,UrbanSound8K,98681-9-0-6.wav,train,data/processed/train/train_001288_G03.wav
train_001288_G01.wav,1,G01,1288,6442,tta,audioldm1,UrbanSound8K,98681-9-0-6.wav,train,data/processed/train/train_001288_G01.wav
train_001288_G02.wav,1,G02,1288,6443,tta,audioldm2,UrbanSound8K,98681-9-0-6.wav,train,data/processed/train/train_001288_G02.wav
train_001288_G04.wav,1,G04,1288,6444,ata,audioldm1,UrbanSound8K,98681-9-0-6.wav,train,data/processed/train/train_001288_G04.wav
train_001289_REAL.wav,0,REAL,1289,6445,real,real,UrbanSound8K,98681-9-0-7.wav,train,data/processed/train/train_001289_REAL.wav
train_001289_G03.wav,1,G03,1289,6446,tta,audiogen,UrbanSound8K,98681-9-0-7.wav,train,data/processed/train/train_001289_G03.wav
train_001289_G01.wav,1,G01,1289,6447,tta,audioldm1,UrbanSound8K,98681-9-0-7.wav,train,data/processed/train/train_001289_G01.wav
train_001289_G02.wav,1,G02,1289,6448,tta,audioldm2,UrbanSound8K,98681-9-0-7.wav,train,data/processed/train/train_001289_G02.wav
train_001289_G04.wav,1,G04,1289,6449,ata,audioldm1,UrbanSound8K,98681-9-0-7.wav,train,data/processed/train/train_001289_G04.wav
train_001290_REAL.wav,0,REAL,1290,6450,real,real,UrbanSound8K,107653-9-0-12.wav,train,data/processed/train/train_001290_REAL.wav
train_001290_G03.wav,1,G03,1290,6451,tta,audiogen,UrbanSound8K,107653-9-0-12.wav,train,data/processed/train/train_001290_G03.wav
train_001290_G01.wav,1,G01,1290,6452,tta,audioldm1,UrbanSound8K,107653-9-0-12.wav,train,data/processed/train/train_001290_G01.wav
train_001290_G02.wav,1,G02,1290,6453,tta,audioldm2,UrbanSound8K,107653-9-0-12.wav,train,data/processed/train/train_001290_G02.wav
train_001290_G04.wav,1,G04,1290,6454,ata,audioldm1,UrbanSound8K,107653-9-0-12.wav,train,data/processed/train/train_001290_G04.wav
train_001291_REAL.wav,0,REAL,1291,6455,real,real,UrbanSound8K,107653-9-0-14.wav,train,data/processed/train/train_001291_REAL.wav
train_001291_G03.wav,1,G03,1291,6456,tta,audiogen,UrbanSound8K,107653-9-0-14.wav,train,data/processed/train/train_001291_G03.wav
train_001291_G01.wav,1,G01,1291,6457,tta,audioldm1,UrbanSound8K,107653-9-0-14.wav,train,data/processed/train/train_001291_G01.wav
train_001291_G02.wav,1,G02,1291,6458,tta,audioldm2,UrbanSound8K,107653-9-0-14.wav,train,data/processed/train/train_001291_G02.wav
train_001291_G04.wav,1,G04,1291,6459,ata,audioldm1,UrbanSound8K,107653-9-0-14.wav,train,data/processed/train/train_001291_G04.wav
train_001292_REAL.wav,0,REAL,1292,6460,real,real,UrbanSound8K,107653-9-0-3.wav,train,data/processed/train/train_001292_REAL.wav
train_001292_G03.wav,1,G03,1292,6461,tta,audiogen,UrbanSound8K,107653-9-0-3.wav,train,data/processed/train/train_001292_G03.wav
train_001292_G01.wav,1,G01,1292,6462,tta,audioldm1,UrbanSound8K,107653-9-0-3.wav,train,data/processed/train/train_001292_G01.wav
train_001292_G02.wav,1,G02,1292,6463,tta,audioldm2,UrbanSound8K,107653-9-0-3.wav,train,data/processed/train/train_001292_G02.wav
train_001292_G04.wav,1,G04,1292,6464,ata,audioldm1,UrbanSound8K,107653-9-0-3.wav,train,data/processed/train/train_001292_G04.wav
train_001293_REAL.wav,0,REAL,1293,6465,real,real,UrbanSound8K,110621-7-0-0.wav,train,data/processed/train/train_001293_REAL.wav
train_001293_G03.wav,1,G03,1293,6466,tta,audiogen,UrbanSound8K,110621-7-0-0.wav,train,data/processed/train/train_001293_G03.wav
train_001293_G01.wav,1,G01,1293,6467,tta,audioldm1,UrbanSound8K,110621-7-0-0.wav,train,data/processed/train/train_001293_G01.wav
train_001293_G02.wav,1,G02,1293,6468,tta,audioldm2,UrbanSound8K,110621-7-0-0.wav,train,data/processed/train/train_001293_G02.wav
train_001293_G04.wav,1,G04,1293,6469,ata,audioldm1,UrbanSound8K,110621-7-0-0.wav,train,data/processed/train/train_001293_G04.wav
train_001294_REAL.wav,0,REAL,1294,6470,real,real,UrbanSound8K,110621-7-0-1.wav,train,data/processed/train/train_001294_REAL.wav
train_001294_G03.wav,1,G03,1294,6471,tta,audiogen,UrbanSound8K,110621-7-0-1.wav,train,data/processed/train/train_001294_G03.wav
train_001294_G01.wav,1,G01,1294,6472,tta,audioldm1,UrbanSound8K,110621-7-0-1.wav,train,data/processed/train/train_001294_G01.wav
train_001294_G02.wav,1,G02,1294,6473,tta,audioldm2,UrbanSound8K,110621-7-0-1.wav,train,data/processed/train/train_001294_G02.wav
train_001294_G04.wav,1,G04,1294,6474,ata,audioldm1,UrbanSound8K,110621-7-0-1.wav,train,data/processed/train/train_001294_G04.wav
train_001295_REAL.wav,0,REAL,1295,6475,real,real,UrbanSound8K,110621-7-0-2.wav,train,data/processed/train/train_001295_REAL.wav
train_001295_G03.wav,1,G03,1295,6476,tta,audiogen,UrbanSound8K,110621-7-0-2.wav,train,data/processed/train/train_001295_G03.wav
train_001295_G01.wav,1,G01,1295,6477,tta,audioldm1,UrbanSound8K,110621-7-0-2.wav,train,data/processed/train/train_001295_G01.wav
train_001295_G02.wav,1,G02,1295,6478,tta,audioldm2,UrbanSound8K,110621-7-0-2.wav,train,data/processed/train/train_001295_G02.wav
train_001295_G04.wav,1,G04,1295,6479,ata,audioldm1,UrbanSound8K,110621-7-0-2.wav,train,data/processed/train/train_001295_G04.wav
train_001296_REAL.wav,0,REAL,1296,6480,real,real,UrbanSound8K,115415-9-0-0.wav,train,data/processed/train/train_001296_REAL.wav
train_001296_G03.wav,1,G03,1296,6481,tta,audiogen,UrbanSound8K,115415-9-0-0.wav,train,data/processed/train/train_001296_G03.wav
train_001296_G01.wav,1,G01,1296,6482,tta,audioldm1,UrbanSound8K,115415-9-0-0.wav,train,data/processed/train/train_001296_G01.wav
train_001296_G02.wav,1,G02,1296,6483,tta,audioldm2,UrbanSound8K,115415-9-0-0.wav,train,data/processed/train/train_001296_G02.wav
train_001296_G04.wav,1,G04,1296,6484,ata,audioldm1,UrbanSound8K,115415-9-0-0.wav,train,data/processed/train/train_001296_G04.wav
train_001297_REAL.wav,0,REAL,1297,6485,real,real,UrbanSound8K,115415-9-0-4.wav,train,data/processed/train/train_001297_REAL.wav
train_001297_G03.wav,1,G03,1297,6486,tta,audiogen,UrbanSound8K,115415-9-0-4.wav,train,data/processed/train/train_001297_G03.wav
train_001297_G01.wav,1,G01,1297,6487,tta,audioldm1,UrbanSound8K,115415-9-0-4.wav,train,data/processed/train/train_001297_G01.wav
train_001297_G02.wav,1,G02,1297,6488,tta,audioldm2,UrbanSound8K,115415-9-0-4.wav,train,data/processed/train/train_001297_G02.wav
train_001297_G04.wav,1,G04,1297,6489,ata,audioldm1,UrbanSound8K,115415-9-0-4.wav,train,data/processed/train/train_001297_G04.wav
train_001298_REAL.wav,0,REAL,1298,6490,real,real,UrbanSound8K,115415-9-0-5.wav,train,data/processed/train/train_001298_REAL.wav
train_001298_G03.wav,1,G03,1298,6491,tta,audiogen,UrbanSound8K,115415-9-0-5.wav,train,data/processed/train/train_001298_G03.wav
train_001298_G01.wav,1,G01,1298,6492,tta,audioldm1,UrbanSound8K,115415-9-0-5.wav,train,data/processed/train/train_001298_G01.wav
train_001298_G02.wav,1,G02,1298,6493,tta,audioldm2,UrbanSound8K,115415-9-0-5.wav,train,data/processed/train/train_001298_G02.wav
train_001298_G04.wav,1,G04,1298,6494,ata,audioldm1,UrbanSound8K,115415-9-0-5.wav,train,data/processed/train/train_001298_G04.wav
train_001299_REAL.wav,0,REAL,1299,6495,real,real,UrbanSound8K,115415-9-0-6.wav,train,data/processed/train/train_001299_REAL.wav
train_001299_G03.wav,1,G03,1299,6496,tta,audiogen,UrbanSound8K,115415-9-0-6.wav,train,data/processed/train/train_001299_G03.wav
train_001299_G01.wav,1,G01,1299,6497,tta,audioldm1,UrbanSound8K,115415-9-0-6.wav,train,data/processed/train/train_001299_G01.wav
train_001299_G02.wav,1,G02,1299,6498,tta,audioldm2,UrbanSound8K,115415-9-0-6.wav,train,data/processed/train/train_001299_G02.wav
train_001299_G04.wav,1,G04,1299,6499,ata,audioldm1,UrbanSound8K,115415-9-0-6.wav,train,data/processed/train/train_001299_G04.wav
train_001300_REAL.wav,0,REAL,1300,6500,real,real,UrbanSound8K,116484-3-0-6.wav,train,data/processed/train/train_001300_REAL.wav
train_001300_G03.wav,1,G03,1300,6501,tta,audiogen,UrbanSound8K,116484-3-0-6.wav,train,data/processed/train/train_001300_G03.wav
train_001300_G01.wav,1,G01,1300,6502,tta,audioldm1,UrbanSound8K,116484-3-0-6.wav,train,data/processed/train/train_001300_G01.wav
train_001300_G02.wav,1,G02,1300,6503,tta,audioldm2,UrbanSound8K,116484-3-0-6.wav,train,data/processed/train/train_001300_G02.wav
train_001300_G04.wav,1,G04,1300,6504,ata,audioldm1,UrbanSound8K,116484-3-0-6.wav,train,data/processed/train/train_001300_G04.wav
train_001301_REAL.wav,0,REAL,1301,6505,real,real,UrbanSound8K,116484-3-0-8.wav,train,data/processed/train/train_001301_REAL.wav
train_001301_G03.wav,1,G03,1301,6506,tta,audiogen,UrbanSound8K,116484-3-0-8.wav,train,data/processed/train/train_001301_G03.wav
train_001301_G01.wav,1,G01,1301,6507,tta,audioldm1,UrbanSound8K,116484-3-0-8.wav,train,data/processed/train/train_001301_G01.wav
train_001301_G02.wav,1,G02,1301,6508,tta,audioldm2,UrbanSound8K,116484-3-0-8.wav,train,data/processed/train/train_001301_G02.wav
train_001301_G04.wav,1,G04,1301,6509,ata,audioldm1,UrbanSound8K,116484-3-0-8.wav,train,data/processed/train/train_001301_G04.wav
train_001302_REAL.wav,0,REAL,1302,6510,real,real,UrbanSound8K,131428-9-0-3.wav,train,data/processed/train/train_001302_REAL.wav
train_001302_G03.wav,1,G03,1302,6511,tta,audiogen,UrbanSound8K,131428-9-0-3.wav,train,data/processed/train/train_001302_G03.wav
train_001302_G01.wav,1,G01,1302,6512,tta,audioldm1,UrbanSound8K,131428-9-0-3.wav,train,data/processed/train/train_001302_G01.wav
train_001302_G02.wav,1,G02,1302,6513,tta,audioldm2,UrbanSound8K,131428-9-0-3.wav,train,data/processed/train/train_001302_G02.wav
train_001302_G04.wav,1,G04,1302,6514,ata,audioldm1,UrbanSound8K,131428-9-0-3.wav,train,data/processed/train/train_001302_G04.wav
train_001303_REAL.wav,0,REAL,1303,6515,real,real,UrbanSound8K,131428-9-0-5.wav,train,data/processed/train/train_001303_REAL.wav
train_001303_G03.wav,1,G03,1303,6516,tta,audiogen,UrbanSound8K,131428-9-0-5.wav,train,data/processed/train/train_001303_G03.wav
train_001303_G01.wav,1,G01,1303,6517,tta,audioldm1,UrbanSound8K,131428-9-0-5.wav,train,data/processed/train/train_001303_G01.wav
train_001303_G02.wav,1,G02,1303,6518,tta,audioldm2,UrbanSound8K,131428-9-0-5.wav,train,data/processed/train/train_001303_G02.wav
